Liste der in der MobaLedLib verfügbaren Macros;;;;;;;;;;;L;;.\Icons;;;Test Language:;-1;;;09.08.2019;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Typ;Mode;LEDs or LED Channel;InCnt;OutCnt;Loc InCh;Tmp8Bit;SingleLEDCnt;Default Channel;Type;List Sort;Tree Sort;TreeView Mode;Picture Names;Macro;Find Name for detection of actual macro;Name;Group Names;Makroname in Deutsch;Kurzbeschreibung;Ausführliche Beschreibung;"Group Names
Englisch";"Macro name
English";"Kurzbeschreibung
English";"Ausführliche Beschreibung
English";"Group Names
Dutch";"Macro name
Dutch";"Kurzbeschreibung
Dutch";"Ausführliche Beschreibung
Dutch";"Group Names
French";"Macro name
French";"Kurzbeschreibung
French";"Ausführliche Beschreibung
French";"Group Names
Italian";"Macro name
Italian";"Kurzbeschreibung
Italian";"Ausführliche Beschreibung
Italian";"Group Names
Spain";"Macro name
Spain";"Kurzbeschreibung
Spain";"Ausführliche Beschreibung
Spain";"Group Names
Dänish";"Macro name
Dänish";"Kurzbeschreibung
Dänish";"Ausführliche Beschreibung
Dänisch"
;;S;1;0;0;0;2;;4;297;211;;SoundK | SoundM | SoundM_Plus;SOUND_CHANNEL_INCREASE_VOLUME(#LED, #InCh);SOUND_CHANNEL_INCREASE_VOLUME(;SOUND_CHANNEL_INCREASE_VOLUME;Sound | Hauptplatine;Lauter;Lautstärke erhöhen;;Sound | Mainboard;Increase volume;Increase volume;;Geluid | Moederbord;Volume verhogen;Volume verhogen;;Son | Carte mère;Augmenter le volume;Augmenter le volume;;Suono | Scheda principale;Aumenta il volume;Aumenta il volume;;Sonido | Placa base;Aumenta el volumen;Aumenta el volumen;;Lyd | Bundkort;Øg volumen;Forøg lydstyrken;
;;S;1;0;0;0;2;;4;298;213;;SoundK | SoundM | SoundM_Sp;SOUND_CHANNEL_SET_VOLUME(#LED, #InCh, VolumePercent);SOUND_CHANNEL_SET_VOLUME(;SOUND_CHANNEL_SET_VOLUME;Sound | Hauptplatine;Lautstärke definieren;Lautstärke setzten auf 0..100%;Der angegebene Prozentwert wird je nach Soundmodul in einen passenden Lautstärkenwert umgewandelt, welches das Soundmodul unterstützt.;Sound | Mainboard;Define volume;Volume set to 0..100%;The specified percentage value is converted into a suitable volume value, which the sound module supports, depending on the sound module.;Geluid | Moederbord;Definieer volume;Volume instellen tot 0..100%;De opgegeven procentuele waarde wordt omgezet in een geschikte volumewaarde, die de soundmodule ondersteunt, afhankelijk van de soundmodule.;Son | Carte mère;Définir le volume;Volume set à 0..100%;La valeur de pourcentage spécifiée est convertie en une valeur de volume appropriée, que le module de sons prend en charge, en fonction du module de sons.;Suono | Scheda principale;Definisci il volume;Volume imposta a 0..100%;Il valore percentuale specificato viene convertito in un valore di volume adeguato, supportato dal modulo sonoro, a seconda del modulo sonoro.;Sonido | Placa base;Definir volumen;Volumen ajuste a 0..100%;El valor porcentual especificado se convierte en un valor de volumen adecuado, que admite el módulo de sonido, según el módulo de sonido.;Lyd | Bundkort;Definer volumen;Lydstyrke sæt til 0..100%;Den angivne procentværdi konverteres til en passende volumenværdi, som lydmodulet understøtter, afhængigt af lydmodulet.
;;S;1;0;0;0;2;;4;299;209;;SoundK | SoundM | SoundM_P;SOUND_CHANNEL_PAUSE(#LED, #InCh);SOUND_CHANNEL_PAUSE(;SOUND_CHANNEL_PAUSE;Sound | Hauptplatine;Pause;Hält die Sound Wiedergabe an;;Sound | Mainboard;Break;Pauses the sound playback;;Geluid | Moederbord;Pauze;Pauzeert het afspelen van geluid;;Son | Carte mère;Casser;Suspend la lecture du son;;Suono | Scheda principale;Rottura;Mette in pausa la riproduzione del suono;;Sonido | Placa base;Rotura;Pausa la reproducción de sonido;;Lyd | Bundkort;Pause;Sætter lydafspilningen på pause;
;;S;1;0;0;0;2;;4;300;208;;SoundK | SoundM | SoundM_Play;SOUND_CHANNEL_CONTINUE(#LED, #InCh);SOUND_CHANNEL_CONTINUE(;SOUND_CHANNEL_CONTINUE;Sound | Hauptplatine;Wiedergabe;Setzt die Sound Wiedergabe fort;;Sound | Mainboard;Play;Continues the sound playback;;Geluid | Moederbord;Toneelstuk;Gaat door met het afspelen van geluid;;Son | Carte mère;Jouer;Continue la lecture du son;;Suono | Scheda principale;Giocare a;Continua la riproduzione del suono;;Sonido | Placa base;Jugar;Continúa la reproducción de sonido;;Lyd | Bundkort;Spil;Fortsætter afspilningen af ??lyd;
;;S;1;0;0;0;2;;4;301;210;;SoundK | SoundM | SoundM_L;SOUND_CHANNEL_LOOP_MODE(#LED, #InCh, SOUND_CHANNEL_LOOP_MODE);SOUND_CHANNEL_LOOP_MODE(;SOUND_CHANNEL_LOOP_MODE;Sound | Hauptplatine;Endloswiedergabe;Stellt den Wiederholmodus ein;"Stellt den Wiederholmodus ein
LOOP_ALL:         spielt alle Titel wiederholt ab
LOOP_FOLDER: spielt alle Titel eines Verzeichnisses wiederholt ab
LOOP_ONE:       spielt den aktuellen Titel wiederholt ab
LOOP_OFF:        keine Wiederholung";Sound | Mainboard;Endless playback;Sets the loop mode;;Geluid | Moederbord;Eindeloos afspelen;Stelt de lusmodus in;;Son | Carte mère;Lecture sans fin;Définit le mode boucle;;Suono | Scheda principale;Riproduzione infinita;Imposta la modalità loop;;Sonido | Placa base;Reproducción sin fin;Establece el modo de bucle;;Lyd | Bundkort;Uendelig afspilning;Indstiller loop mode;
;E;;;;;;;;;302;347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;E;LedCnt;1;0;0;0;0;;;303;233;;Control | Automation | Multiplex;Multiplexer(#LED, #InCh, #LocInCh, Brightness, Groups, #Options, RndMinTime, RndMaxTime, #CtrMode,ControlNr,NumOfLEDs);Multiplexer(;Multiplexer;Schalten | Automatisierung;Multiplexer;Kombiniert bis zu 8 verschiedenen Muster zu einer Gruppe und aktiviert diese zufällig.;Mit dem Multiplexer können Gruppen von Mustern erstellt werden welche Nacheinander oder nach dem Zufallsprinzip aktiviert werden. Die Anzahl der verwendeten LEDs kann angepasst werden.;Switching | Automation;Multiplexer;Select a multiplexer with up to 8 different patterns to combine them into a group of patterns.;The Multiplexer allows you to create a group of Patterns with the ability to change the group of x LEDs Sequentially or Random based on time.;Overschakelen | Automatisering;multiplexer;Selecteer een multiplexer met maximaal 8 verschillende patronen om ze te combineren tot een groep patronen.;Met de Multiplexer kunt u een groep Patronen maken met de mogelijkheid om de groep van x LEDs opeenvolgend of Random op basis van tijd te veranderen.;Commutation | Automatisation;Multiplexeur;Sélectionnez un multiplexeur avec jusqu'à 8 modèles différents pour les combiner en un groupe de modèles.;Le multiplexeur vous permet de créer un groupe de motifs avec la possibilité de changer le groupe de x LED de manière séquentielle ou aléatoire en fonction du temps.;Commutazione | Automazione;multiplexer;Seleziona un multiplexer con un massimo di 8 motivi diversi per combinarli in un gruppo di motivi.;Il multiplexer consente di creare un gruppo di pattern con la possibilità di modificare il gruppo di x LED in sequenza o in modo casuale in base al tempo.;Conmutación | Automatización;Multiplexor;Seleccione un multiplexor con hasta 8 patrones diferentes para combinarlos en un grupo de patrones.;El multiplexor le permite crear un grupo de patrones con la capacidad de cambiar el grupo de x LED secuencialmente o aleatoriamente en función del tiempo.;Skifter | Automatisering;Multiplekser;Vælg en multiplexer med op til 8 forskellige mønstre for at kombinere dem i en gruppe af mønstre.;Multiplexeren giver dig mulighed for at oprette en gruppe af mønstre med mulighed for at ændre gruppen af ??x LED'er sekventielt eller tilfældigt baseret på tid.
;E;;;;;;;;;304;292;;Puzzle | ESP32;"#ifdef ESP32
   #define USE_ESP32_EXTENSIONS
#endif";ESP_Extentions;ESP_Extentions;Erweiterungen;ESP32 Erweiterung;Erweiterungen für den ESP32 (Experimental);;Extensions;ESP32 extension;Extensions for the ESP32 (experimental);;Extensies;ESP32-extensie;Uitbreidingen voor de ESP32 (experimenteel);;Rallonges;Extension ESP32;Extensions pour l'ESP32 (expérimental);;Estensioni;Estensione ESP32;Estensioni per ESP32 (sperimentale);;Extensiones;Extensión ESP32;Extensiones para ESP32 (experimental);;Udvidelser;ESP32 udvidelse;Udvidelser til ESP32 (eksperimentel);
;E;0;;;;;;;;305;294;;Puzzle | DMX;// Use_DMX512();// Use_DMX512();Use DMX512;Erweiterungen;DMX512 Protokoll verwenden;LED Kanal mit DMX512 Protokoll ;Auf diesem Led Kanal wird das DMX512 Protokoll ausgegeben;Extensions;Use DMX512 protocol;LED channel with DMX512 protocol;DMX512 protocol is output on this led channel;Extensies;Gebruik het DMX512-protocol;LED-kanaal met DMX512-protocol;Het DMX512-protocol wordt op dit LED-kanaal uitgevoerd.;Rallonges;Utiliser le protocole DMX512;Canal LED avec protocole DMX512;Le protocole DMX512 est émis sur ce canal LED.;Estensioni;Usa il protocollo DMX512;Defines the DMX output pin ;Il protocollo DMX512 viene emesso su questo canale LED.;Extensiones;Utilice el protocolo DMX512;Canal LED con protocolo DMX512;El protocolo DMX512 se emite en este canal LED.;Udvidelser;Brug DMX512 protokol;Defines the DMX output pin ;By settings this pin also the DMX function is activated
;;;;;;;;;;306;1;;LightBulb;;;;Licht;;Der Einstieg in die MobaLedLib ;"Mit dem beleuchteten Haus fängt es für viele von uns an.
Doch die MobaLedLib kann noch viel mehr beleuchten.
Tauche ein in die glitzernde Miniatur-Welt rund um die LED.";Light;;The entry into the MobaLedLib;"For many of us, it starts with the lighted house. 
 But the MobaLedLib can illuminate a lot more. 
 Immerse yourself in the glittering miniature world around the LED.";Licht;;De toegang tot de MobaLedLib;"Voor velen van ons begint het met het verlichte huis. 
 Maar de MobaLedLib kan veel meer verlichten. 
 Dompel je onder in de glinsterende miniatuurwereld rond de LED.";Léger;;L'entrée dans la MobaLedLib;"Pour beaucoup d'entre nous, cela commence par la maison éclairée. 
 Mais la MobaLedLib peut éclairer beaucoup plus. 
 Plongez dans le monde miniature scintillant autour de la LED.";Leggero;;L'ingresso nella MobaLedLib;"Per molti di noi, inizia con la casa illuminata. 
 Ma il MobaLedLib può illuminare molto di più. 
 Immergiti nello scintillante mondo in miniatura intorno al LED.";Luz;;La entrada en MobaLedLib;"Para muchos de nosotros, comienza con la casa iluminada. 
 Pero MobaLedLib puede iluminar mucho más. 
 Sumérjase en el brillante mundo en miniatura que rodea al LED.";Lys;;Indgangen til MobaLedLib;"For mange af os starter det med det oplyste hus. 
 Men MobaLedLib kan oplyse meget mere. 
 Fordyb dig i den glitrende miniatureverden omkring LED'en."
;;;;;;;;;;307;4;;| LightBulb;;;;Licht | Lichteffekte;;Vorgefertigte Muster für zahlreiche Lichteffekte.;"In dieser Kategorie befinden sich alle Lichteffekte außerhalb des belebten Hauses. Von der Einzelansteuerung von Single-LEDs über Fotoblitze, Feuer und Schweißlicht bis hin zu Lichtzeichenanlagen für die Straße (Ampel, Andreaskreuz, Baustelle) stehen ausreichend vorgefertigte Muster zur Verfügung.

Wem das nicht reicht, kann mit dem Pattern_Configurator weitere Muster definieren.";Light | Light effects;;Ready-made patterns for numerous lighting effects.;"In this category all lighting effects are found outside the busy house. From the individual control of single LEDs to photo flashes, fire and welding lights to traffic lights for the street (traffic lights, St. Andrew's cross, construction site), there are enough ready-made samples available. 
 
 If that's not enough, you can use the Pattern_Configurator to define additional patterns.";Licht | Lichteffecten;;Kant-en-klare patronen voor talrijke lichteffecten.;"In deze categorie zijn alle lichteffecten te vinden buiten het drukke huis. Van de individuele aansturing van enkele LED's tot fotoflitsers, vuur- en laslampen tot verkeerslichten voor op straat (verkeerslichten, Sint-Andrieskruis, bouwplaats), er zijn genoeg kant-en-klare monsters beschikbaar. 
 
 Als dat nog niet genoeg is, kunt u de Pattern_Configurator gebruiken om extra patronen te definiëren.";Léger | Effets de lumière;;Motifs prêts à l'emploi pour de nombreux effets d'éclairage.;"Dans cette catégorie, tous les effets d'éclairage se trouvent à l'extérieur de la maison occupée. Du contrôle individuel des LED individuelles aux flashs photo, des feux d'incendie et de soudage aux feux de circulation pour la rue (feux de circulation, croix de Saint-André, chantier de construction), il existe suffisamment d'échantillons prêts à l'emploi. 
 
 Si cela ne suffit pas, vous pouvez utiliser le Pattern_Configurator pour définir des modèles supplémentaires.";Leggero | Effetti di luce;;Modelli già pronti per numerosi effetti di luce.;"In questa categoria tutti gli effetti di luce si trovano all'esterno della casa frenetica. Dal controllo individuale dei singoli LED ai flash fotografici, dalle luci antincendio e di saldatura ai semafori per la strada (semafori, croce di Sant'Andrea, cantiere), ci sono abbastanza campioni già pronti disponibili. 
 
 Se non è abbastanza, puoi usare Pattern_Configurator per definire modelli aggiuntivi.";Luz | Efectos de luz;;Patrones confeccionados para numerosos efectos de iluminación.;"En esta categoría, todos los efectos de iluminación se encuentran fuera de la casa ocupada. Desde el control individual de LED individuales hasta flashes fotográficos, semáforos de fuego y de soldadura y semáforos para la calle (semáforos, cruz de San Andrés, sitio de construcción), hay suficientes muestras listas para usar disponibles. 
 
 Si eso no es suficiente, puede usar Pattern_Configurator para definir patrones adicionales.";Lys | Lyseffekter;;Færdiglavede mønstre til adskillige lyseffekter.;"I denne kategori findes alle lyseffekter uden for det travle hus. Fra individuel styring af enkelte LED'er til fotoblink, brand- og svejselys til trafiklys til gaden (trafiklys, St. Andrew's Cross, byggeplads) er der nok færdige prøver til rådighed. 
 
 Hvis det ikke er nok, kan du bruge Pattern_Configurator til at definere yderligere mønstre."
;;;;;;;;;;308;13;;| LightBulb | Trafficlight;;;;Licht | Lichteffekte | Ampel;;Erzeugt das Muster zweier Ampeln für eine Kreuzung.;"Zur Verfügung steht ein Muster für deutsche Verkehrsampeln, die im Modell mit jeweils einem WS2811-Chip und drei Single-LEDs umgesetzt werden.

Zusätzlich gibt es drei Musterbeispiele als Anregung, die mithilfe dreier WS2812 RGB-LEDs dargestellt werden können. Mit dem Pattern_Configurator können beliebige Ampelanlagen definiert werden.";Light | Light effects | Traffic Light;;Creates the pattern of two traffic lights for an intersection.;"A sample is available for German traffic lights, which are implemented in the model with a WS2811 chip and three single LEDs. 
 
 In addition, there are three sample examples as suggestions that can be displayed using three WS2812 RGB LEDs. Any number of traffic lights can be defined with the Pattern_Configurator.";Licht | Lichteffecten | Stoplicht;;Creëert het patroon van twee verkeerslichten voor een kruispunt.;"Er is een voorbeeld beschikbaar van Duitse verkeerslichten, die in het model zijn uitgevoerd met een WS2811-chip en drie enkele LED's. 
 
 Daarnaast zijn er drie voorbeeldvoorbeelden als suggesties die kunnen worden weergegeven met behulp van drie WS2812 RGB-LED's. Met de Pattern_Configurator kan een willekeurig aantal verkeerslichten worden gedefinieerd.";Léger | Effets de lumière | Feu de circulation;;Crée le motif de deux feux de circulation pour une intersection.;"Un échantillon est disponible pour les feux de circulation allemands, qui sont implémentés dans le modèle avec une puce WS2811 et trois LED simples. 
 
 De plus, il existe trois exemples d'exemples de suggestions qui peuvent être affichés à l'aide de trois LED RVB WS2812. N'importe quel nombre de feux de circulation peut être défini avec le Pattern_Configurator.";Leggero | Effetti di luce | Semaforo;;Crea lo schema di due semafori per un incrocio.;"Un campione è disponibile per i semafori tedeschi, che sono implementati nel modello con un chip WS2811 e tre LED singoli. 
 
 Inoltre, ci sono tre esempi di esempio come suggerimenti che possono essere visualizzati utilizzando tre LED RGB WS2812. Qualsiasi numero di semafori può essere definito con Pattern_Configurator.";Luz | Efectos de luz | Semáforo;;Crea el patrón de dos semáforos para una intersección.;"Hay una muestra disponible para los semáforos alemanes, que se implementan en el modelo con un chip WS2811 y tres LED individuales. 
 
 Además, hay tres ejemplos de muestra como sugerencias que se pueden mostrar utilizando tres LED RGB WS2812. Se puede definir cualquier número de semáforos con Pattern_Configurator.";Lys | Lyseffekter | Trafiklys;;Skaber mønsteret af to trafiklys for et vejkryds.;"En prøve er tilgængelig for tyske trafiklys, som er implementeret i modellen med en WS2811-chip og tre enkelte LED'er. 
 
 Derudover er der tre eksempeleksempler som forslag, der kan vises ved hjælp af tre WS2812 RGB LED'er. Et hvilket som helst antal trafiklys kan defineres med Pattern_Configurator."
;;;;;;;;;;309;18;;| LightBulb | Andreaskreuz;;;;Licht | Lichteffekte | Andreaskreuz;;Erzeugt das Muster zweier Andreaskreuze.;"Zur Verfügung stehen drei verschiedene Muster für Andreaskreuze, die im Modell mit WS2811-Chips und Single-LEDs umgesetzt werden.

Zusätzlich steht für jedes Muster eine Variante mit WS2812 RGB-LEDs zu Demonstrationszwecken zur Verfügung.

Die drei Varianten bauen aufeinander auf:
1) Abwechselndes Blinken der Lampen
2) zusätzlich zu 1 mit Lampentest zu Beginn
3) zusätzlich zu 2 mit Signal Bü1 für den Zugführer";Light | Light effects | Railroad Crossing;;Creates the pattern of railroad crossing.;"There are three different patterns available for railroad crossing, which are implemented in the model with WS2811 chips and single LEDs. 
 
In addition, a variant with WS2812 RGB LEDs is available for demonstration purposes for each sample. 
 
 The three variants build on each other: 
 1) Alternating flashing of the lamps 
 2) in addition to 1 with lamp test at the beginning 
 3) in addition to 2 with signal BÃ¼1 for the conductor";Licht | Lichteffecten | Spoorwegovergang;;Creëert het patroon van een spoorwegovergang.;"Er zijn drie verschillende patronen beschikbaar voor spoorwegovergangen, die in het model zijn geïmplementeerd met WS2811-chips en enkele LED's. 
 
 Daarnaast is er voor elk monster een variant met WS2812 RGB LED's beschikbaar voor demonstratiedoeleinden. 
 
 De drie varianten bouwen op elkaar voort: 
 1) Afwisselend knipperen van de lampen 
 2) aanvullend 1 met lamptest aan het begin 
 3) aanvullend 2 met signaal BÃÂ¼1 voor de geleider";Léger | Effets de lumière | Passage à niveau;;Crée le motif du passage à niveau.;"Il existe trois modèles différents disponibles pour les passages à niveau, qui sont implémentés dans le modèle avec des puces WS2811 et des LED simples. 
 
 De plus, une variante avec LED RVB WS2812 est disponible à des fins de démonstration pour chaque échantillon. 
 
 Les trois variantes se complètent : 
 1) Clignotement alterné des lampes 
 2) en plus de 1 avec test des lampes au début 
 3) en plus de 2 avec signal B1 pour le conducteur";Leggero | Effetti di luce | Passaggio Ferroviario;;Crea il modello del passaggio a livello.;"Sono disponibili tre diversi modelli per il passaggio a livello, implementati nel modello con chip WS2811 e LED singoli. 
 
 Inoltre, per ogni campione è disponibile una variante con LED RGB WS2812 a scopo dimostrativo. 
 
 Le tre varianti si sovrappongono: 
 1) Lampeggio alternato delle lampade 
 2) in aggiunta a 1 con lamp test all'inizio 
 3) in aggiunta a 2 con segnale BÃÂ¼1 per il conduttore";Luz | Efectos de luz | Cruce de ferrocarril;;Crea el patrón de cruce de ferrocarril.;"Hay tres patrones diferentes disponibles para cruce de ferrocarril, que se implementan en el modelo con chips WS2811 y LED individuales. 
 
 Además, se encuentra disponible una variante con LED RGB WS2812 con fines de demostración para cada muestra. 
 
 Las tres variantes se complementan entre sí: 
 1) Parpadeo alterno de las lámparas 
 2) además de 1 con prueba de lámpara al principio 
 3) además de 2 con señal BÃÂ¼1 para el conductor";Lys | Lyseffekter | Jernbaneoverkørsel;;Skaber mønsteret af jernbaneoverskæring.;"Der er tre forskellige mønstre tilgængelige for jernbaneoverskæring, som er implementeret i modellen med WS2811-chips og enkelte LED'er. 
 
 Derudover er en variant med WS2812 RGB LED'er tilgængelig til demonstrationsformål for hver prøve. 
 
 De tre varianter bygger på hinanden: 
 1) Skiftende blink af lamperne 
 2) foruden 1 med lampetest i begyndelsen 
 3) foruden 2 med signal BÃÂ¼1 for lederen"
;;;;;;;;;;310;25;;| LightBulb | Construction;;;;Licht | Lichteffekte | Baustellenlicht;;Erzeugt das Muster eines Baustellen-Lauflichts.;"Zur Verfügung stehen zwei verschiedene Muster für Baustellenlichter, die im Modell mit WS2811-Chips und Single-LEDs umgesetzt werden.

Die zwei Varianten unterscheiden sich in der Anzahl der Warnbaken:
1) Programmiert für 6 Warnbaken
2) Programmiert für 3 bis 15 Warnbaken (einstellbar), am besten jeweils in Dreier-Schritten";Light | Light effects | Construction site light;;Generates the pattern of a construction site running light.;"Two different patterns for construction site lights are available, which are implemented in the model with WS2811 chips and single LEDs. 
 
 The two variants differ in the number of warning beacons: 
 1) Programmed for 6 warning beacons 
 2) Programmed for 3 to 15 warning beacons (adjustable), preferably in steps of three";Licht | Lichteffecten | Bouwplaats licht;;Genereert het patroon van een looplicht op een bouwplaats.;"Er zijn twee verschillende patronen voor bouwplaatsverlichting beschikbaar, die in het model zijn geïmplementeerd met WS2811-chips en enkele LED's. 
 
 De twee varianten verschillen in het aantal zwaailampen: 
 1) Geprogrammeerd voor 6 zwaailampen 
 2) Geprogrammeerd voor 3 tot 15 zwaailampen (instelbaar), bij voorkeur in stappen van drie";Léger | Effets de lumière | Léger de chantier;;Génère le motif d'un feu de circulation de chantier.;"Deux modèles différents d'éclairage de chantier sont disponibles, qui sont implémentés dans le modèle avec des puces WS2811 et des LED simples. 
 
 Les deux variantes diffèrent par le nombre de gyrophares : 
 1) Programmé pour 6 gyrophares 
 2) Programmé pour 3 à 15 gyrophares (réglables), de préférence par pas de trois";Leggero | Effetti di luce | Leggero da cantiere;;Genera lo schema di una luce di marcia di un cantiere.;"Sono disponibili due diversi modelli per le luci da cantiere, implementati nel modello con chip WS2811 e LED singoli. 
 
 Le due varianti differiscono per il numero di lampeggianti: 
 1) Programmato per 6 lampeggianti 
 2) Programmato da 3 a 15 lampeggianti (regolabile), preferibilmente in passi di tre";Luz | Efectos de luz | Luz de obra;;Genera el patrón de una luz de marcha en obra.;"Hay disponibles dos patrones diferentes para las luces del sitio de construcción, que se implementan en el modelo con chips WS2811 y LED individuales. 
 
 Las dos variantes se diferencian en el número de balizas de aviso: 
 1) Programado para 6 balizas de aviso 
 2) Programado para 3 a 15 balizas de aviso (ajustable), preferiblemente en pasos de tres";Lys | Lyseffekter | Byggeplads lys;;Genererer mønsteret af en byggeplads kørende lys.;"To forskellige mønstre til byggepladslys er tilgængelige, som er implementeret i modellen med WS2811-chips og enkelte LED'er. 
 
 De to varianter adskiller sig i antallet af advarselsblinker: 
 1) Programmeret til 6 advarselsblinklys 
 2) Programmeret til 3 til 15 advarselsblinklygter (justerbare), helst i trin på tre"
