ParName;Cnt;Type;Min;Max;Default;Options;Input Text;Hint;Implementation comment;"Input Text
English";"Hint
English";"Input Text
Dutch";"Hint
Dutch";"Input Text
French";"Hint
French";"Input Text
Italian";"Hint
Italian";"Input Text
Spanish";"Hint
Spanish";"Input Text
Duch";"Hint
Duch";
Pin_List;3;PinList;;;;w=100;Liste der Arduino Pins;Liste mit Arduino Pins (Getrennt mit Leerzeichen);;List of Arduino pins;List of Arduino pins (separated by spaces);Lijst met Arduino-pinnen;Lijst met Arduino-pinnen (gescheiden door spaties);Liste des broches Arduino;Liste des broches Arduino (séparées par des espaces);Elenco dei pin Arduino;Elenco dei pin di Arduino (separati da spazi);Lista de pines Arduino;Lista de pines Arduino (separados por espacios);Liste over Arduino-ben;Liste over Arduino-stifter (adskilt af mellemrum);
Pin_Number;3;PinNr;;;;;Arduino Pin Nummer;Ein Arduino Pin. Nummer oder Bezeichnung;;Arduino pin number;An Arduino pin. Number or designation;Arduino-pincode;Een Arduino-pin. Nummer of aanduiding;Numéro de broche Arduino;Une broche Arduino. Numéro ou désignation;Numero pin Arduino;Un pin Arduino. Numero o designazione;Número de pin Arduino;Un pin de Arduino. Número o designación;Arduino pin nummer;En Arduino pin. Nummer eller betegnelse;
Pin_NumberK80;1;PinNr;;;KEY80_P1;;Arduino Pin Nummer;Ein Arduino Pin. Nummer oder Bezeichnung (Beispiel: KEY80_P1);;Arduino pin number;An Arduino pin. Number or designation (example: KEY80_P1);Arduino-pincode;Een Arduino-pin. Nummer of aanduiding (voorbeeld: KEY80_P1);Numéro de broche Arduino;Une broche Arduino. Numéro ou désignation (exemple : KEY80_P1);Numero pin Arduino;Un pin Arduino. Numero o designazione (esempio: KEY80_P1);Número de pin Arduino;Un pin de Arduino. Número o designación (ejemplo: KEY80_P1);Arduino pin nummer;En Arduino pin. Nummer eller betegnelse (eksempel: KEY80_P1);
Col0;;RGB;;;10 0 0;w=100;Farbe im abgeschalteten Zustand (R G B);Die drei Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color when switched off (R G B);The three colors red, green and blue are given as numbers between 0 and 255.;Kleur wanneer uitgeschakeld (R G B);De drie kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'arrêt (R G B);Les trois couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore quando spento (R G B);I tre colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color cuando está apagado (R G B);Los tres colores rojo, verde y azul se dan como números entre 0 y 255.;Farve, når den er slukket (R G B);De tre farver rød, grøn og blå er angivet som tal mellem 0 og 255.;
Col1;;RGB2;;;0 127 0   0 0 0 ;w=100;Farbe im Zustand 1 (R1 G1 B1 R2 G2 B2);Zwei Farben welche im Wechsel mit 1Hz blinken. Die Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color in state 1 (R1 G1 B1 R2 G2 B2);Two colors that flash alternately at 1Hz. The colors red, green and blue are given as numbers between 0 and 255.;Kleur in status 1 (R1 G1 B1 R2 G2 B2);Twee kleuren die afwisselend op 1Hz knipperen. De kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'état 1 (R1 G1 B1 R2 G2 B2);Deux couleurs qui clignotent alternativement à 1 Hz. Les couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore nello stato 1 (R1 G1 B1 R2 G2 B2);Due colori che lampeggiano alternativamente a 1Hz. I colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color en estado 1 (R1 G1 B1 R2 G2 B2);Dos colores que parpadean alternativamente a 1Hz. Los colores rojo, verde y azul se dan como números entre 0 y 255.;Farve i tilstand 1 (R1 G1 B1 R2 G2 B2);To farver, der blinker skiftevis på 1Hz. Farverne rød, grøn og blå er angivet som tal mellem 0 og 255.;
Col2;;RGB2;;;0 0 127   0 0 0 ;w=100;"Farbe im Zustand 2      """;Zwei Farben welche im Wechsel mit 1Hz blinken. Die Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color in state 2;Two colors that flash alternately at 1Hz. The colors red, green and blue are given as numbers between 0 and 255.;Kleur in staat 2;Twee kleuren die afwisselend op 1Hz knipperen. De kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'état 2;Deux couleurs qui clignotent alternativement à 1 Hz. Les couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore nello stato 2;Due colori che lampeggiano alternativamente a 1Hz. I colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color en estado 2;Dos colores que parpadean alternativamente a 1Hz. Los colores rojo, verde y azul se dan como números entre 0 y 255.;Farve i tilstand 2;To farver, der blinker skiftevis på 1Hz. Farverne rød, grøn og blå er angivet som tal mellem 0 og 255.;
Col3;;RGB2;;;0 127 127  0 0 0 ;w=100;"Farbe im Zustand 3      """;Zwei Farben welche im Wechsel mit 1Hz blinken. Die Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color in state 3;Two colors that flash alternately at 1Hz. The colors red, green and blue are given as numbers between 0 and 255.;Kleur in status 3;Twee kleuren die afwisselend op 1Hz knipperen. De kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'état 3;Deux couleurs qui clignotent alternativement à 1 Hz. Les couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore allo stato 3;Due colori che lampeggiano alternativamente a 1Hz. I colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color en estado 3;Dos colores que parpadean alternativamente a 1Hz. Los colores rojo, verde y azul se dan como números entre 0 y 255.;Farve i tilstand 3;To farver, der blinker skiftevis på 1Hz. Farverne rød, grøn og blå er angivet som tal mellem 0 og 255.;
Col4;;RGB2;;;127 0 127  0 0 0 ;w=100;"Farbe im Zustand 4      """;Zwei Farben welche im Wechsel mit 1Hz blinken. Die Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color in state 4;Two colors that flash alternately at 1Hz. The colors red, green and blue are given as numbers between 0 and 255.;Kleur in status 4;Twee kleuren die afwisselend op 1Hz knipperen. De kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'état 4;Deux couleurs qui clignotent alternativement à 1 Hz. Les couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore allo stato 4;Due colori che lampeggiano alternativamente a 1Hz. I colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color en estado 4;Dos colores que parpadean alternativamente a 1Hz. Los colores rojo, verde y azul se dan como números entre 0 y 255.;Farve i tilstand 4;To farver, der blinker skiftevis på 1Hz. Farverne rød, grøn og blå er angivet som tal mellem 0 og 255.;
Col5;;RGB2;;;127 127 127  0 0 0;w=100;"Farbe im Zustand 5      """;Zwei Farben welche im Wechsel mit 1Hz blinken. Die Farben Rot, Grün und Blau werden als Zahlen zwischen 0 und 255 angegeben.;;Color in state 5;Two colors that flash alternately at 1Hz. The colors red, green and blue are given as numbers between 0 and 255.;Kleur in staat 5;Twee kleuren die afwisselend op 1Hz knipperen. De kleuren rood, groen en blauw worden weergegeven als cijfers tussen 0 en 255.;Couleur à l'état 5;Deux couleurs qui clignotent alternativement à 1 Hz. Les couleurs rouge, vert et bleu sont données sous forme de nombres compris entre 0 et 255.;Colore allo stato 5;Due colori che lampeggiano alternativamente a 1Hz. I colori rosso, verde e blu sono indicati come numeri compresi tra 0 e 255.;Color en estado 5;Dos colores que parpadean alternativamente a 1Hz. Los colores rojo, verde y azul se dan como números entre 0 y 255.;Farve i tilstand 5;To farver, der blinker skiftevis på 1Hz. Farverne rød, grøn og blå er angivet som tal mellem 0 og 255.;
Servo21;;;10;210;10;;Servo Position 1;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 1;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 1;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 1;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 1;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 1;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 1;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo22;;;10;210;210;;Servo Position 2;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 2;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 2;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 2;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 2;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 2;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 2;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo31;;;10;210;10;;Servo Position 1;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 1;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 1;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 1;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 1;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 1;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 1;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo32;;;10;210;115;;Servo Position 2;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 2;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 2;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 2;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 2;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 2;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 2;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo33;;;10;210;210;;Servo Position 3;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 3;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 3;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 3;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 3;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 3;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 3;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo41;;;10;210;10;;Servo Position 1;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 1;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 1;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 1;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 1;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 1;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 1;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo42;;;10;210;70;;Servo Position 2;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 2;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 2;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 2;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 2;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 2;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 2;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo43;;;10;210;150;;Servo Position 3;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 3;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 3;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 3;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 3;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 3;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 3;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo44;;;10;210;210;;Servo Position 4;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 4;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 4;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 4;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 4;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 4;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 4;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo51;;;10;210;10;;Servo Position 1;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 1;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 1;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 1;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 1;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 1;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 1;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo52;;;10;210;52;;Servo Position 2;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 2;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 2;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 2;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 2;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Posición de servo 2;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 2;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo53;;;10;210;115;;Servo Position 3;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 3;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 3;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 3;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 3;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 3;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 3;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo54;;;10;210;166;;Servo Position 4;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 4;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 4;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 4;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 4;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 4;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 4;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
Servo55;;;10;210;210;;Servo Position 5;Achtung die Position muss innerhalb des erlaubten Bereichs liegen welcher mit Servo_Pos Programm eingestellt wurde.;;Servo position 5;Attention the position must be within the permitted range which was set with the Servo_Pos program.;Servopositie 5;Let op: de positie moet binnen het toegestane bereik vallen dat is ingesteld met het Servo_Pos-programma.;Position servo 5;Attention, la position doit être dans la plage autorisée qui a été définie avec le programme Servo_Pos.;Posizione servo 5;Attenzione, la posizione deve rientrare nell'intervallo consentito impostato con il programma Servo_Pos.;Servo posición 5;Atención, la posición debe estar dentro del rango permitido que se configuró con el programa Servo_Pos.;Servoposition 5;Bemærk, at positionen skal være inden for det tilladte interval, der blev indstillet med Servo_Pos-programmet.;
ServoT;;Time;1;65535;10 Sek;;Maximale Dauer der Bewegung;Die Zeit wird in Millisekunden angegeben. Es kann aber auch Sec angehängt werden. Die Maximale Zeit beträgt 65 Sekunden (65535 ms). ;;Maximum duration of the movement;"The time is given in milliseconds. But ""Sec"" can also be added. The maximum time is 65 seconds (65535 ms).";Maximale duur van de beweging;"De tijd wordt gegeven in milliseconden. Maar ""Sec"" kan ook worden toegevoegd. De maximale tijd is 65 seconden (65535 ms).";Durée maximale du mouvement;"Le temps est donné en millisecondes. Mais ""Sec"" peut également être ajouté. La durée maximale est de 65 secondes (65535 ms).";Durata massima del movimento;"Il tempo è espresso in millisecondi. Ma si può anche aggiungere ""Sec"". Il tempo massimo è 65 secondi (65535 ms).";Duración máxima del movimiento.;"El tiempo se da en milisegundos. Pero también se puede agregar ""Sec"". El tiempo máximo es de 65 segundos (65535 ms).";Maksimal varighed af bevægelsen;"Tiden er angivet i millisekunder. Men ""Sec"" kan også tilføjes. Den maksimale tid er 65 sekunder (65535 ms).";
DelayHerz1;;Time;1;65535;400 ms;;Verzögerung;Verzögerung bis zur Umschaltung des Relais. Diese sollte in der Mitte der Verstell Zeit liegen.;;Delay;Delay before switching the relay. This should be in the middle of the adjustment time.;Vertraging;Vertraging voordat u het relais schakelt. Dit moet halverwege de aanpassingstijd zijn.;Retard;Délai avant de commuter le relais. Cela devrait être au milieu du temps d'ajustement.;Ritardo;Ritardo prima di commutare il relè. Questo dovrebbe essere nel mezzo del tempo di regolazione.;Retrasar;Retraso antes de cambiar el relé. Esto debería estar en el medio del tiempo de ajuste.;Forsinke;Forsink inden relæet skiftes. Dette skal være midt i justeringstiden.;
DelayHerz2;;Time;1;65535;800 ms;;Verzögerung;Verzögerung bis zum Einschalten des entsprechenden Relais. Das Relais wird erst am Ende des Verstell Vorgangs geschaltet.;;Delay;Delay until the corresponding relay is switched on. The relay is switched at the end of the adjustment process.;Vertraging;Wacht totdat het desbetreffende relais is ingeschakeld. Het relais wordt aan het einde van het aanpassingsproces geschakeld.;Retard;Délai jusqu'à ce que le relais correspondant soit activé. Le relais est commuté à la fin du processus de réglage.;Ritardo;Ritardare fino all'attivazione del relè corrispondente. Il relè viene commutato al termine del processo di regolazione.;Retrasar;Retrasa hasta que se active el relé correspondiente. El relé se conmuta al final del proceso de ajuste.;Forsinke;Forsink, indtil det tilsvarende relæ er tændt. Relæet skiftes ved afslutningen af ??justeringsprocessen.;
LT_Time;;Time;1;65535;800 ms;;Dauer Lampentest;Während des Lampentests leuchten beide LED gleichzeitig.;;Lamp test duration;Both LEDs light up simultaneously during the lamp test.;Duur van de lamptest;Beide leds lichten gelijktijdig op tijdens de lamptest.;Durée du test de la lampe;Les deux LED s'allument simultanément pendant le test de la lampe.;Durata del test della lampada;Entrambi i LED si accendono contemporaneamente durante il test della lampada.;Duración de la prueba de la lámpara;Ambos LED se iluminan simultáneamente durante la prueba de la lámpara.;Lampetestens varighed;Begge lysdioder tændes samtidig under lampetesten.;
FadeTime;;Time;1;65535;200 ms;;Ein- und Ausblendezeit;Zeit zum Ein- und Ausblenden der Lampen;;Fade in and fade out time;Time to show and hide the lamps;Fade-in en fade-out tijd;Tijd om de lampen te laten zien en te verbergen;Temps de fondu d'entrée et de sortie;Il est temps de montrer et de cacher les lampes;Dissolvenza e dissolvenza;È ora di mostrare e nascondere le lampade;Aparecer y desaparecer el tiempo;Es hora de mostrar y esconder las lámparas.;Fade ind og falme tid ud;Tid til at vise og skjule lamperne;
OnTime;;Time;1;65535;300 ms;;Einschaltzeit;Einschaltzeit im Wechselblinker Modus;;On time;Switch-on time in alternating flashing mode;Op tijd;Inschakeltijd in afwisselend knipperende modus;À temps;Temps d'allumage en mode clignotant alterné;Puntuale;Tempo di accensione in modalità lampeggiante alternata;A tiempo;Tiempo de encendido en modo intermitente alternativo;En gang;Tændtid i skiftevis blinkende tilstand;
MinHue;;;0;255;25;;Min HSV Farbe (Hue);Definiert die minimale Farbe der Kerze als Hue Wert im FSV Farbraum (25 = Orange, 85 = Grün, 171 = Blau);;Min HSV color (Hue);Defines the minimum color of the candle as a Hue value in the FSV color space (25 = orange, 85 = green, 171 = blue);Min HSV-kleur (tint);Definieert de minimale kleur van de kaars als een tintwaarde in de FSV-kleurruimte (25 = oranje, 85 = groen, 171 = blauw);Couleur HSV minimale (teinte);Définit la couleur minimale de la bougie comme une valeur de teinte dans l'espace colorimétrique FSV (25 = orange, 85 = vert, 171 = bleu);Colore HSV min (tonalità);Definisce il colore minimo della candela come valore di tonalità nello spazio colore FSV (25 = arancione, 85 = verde, 171 = blu);Color HSV mínimo (Hue);Define el color mínimo de la vela como un valor de tono en el espacio de color FSV (25 = naranja, 85 = verde, 171 = azul);Min HSV-farve (nuance);Definerer den minimale farve på lyset som en nuanceværdi i FSV-farverummet (25 = orange, 85 = grøn, 171 = blå);
MaxHue;;;0;255;25;;Max HSV Farbe (Hue);Definiert die minimale Farbe der Kerze als Hue Wert im FSV Farbraum (25 = Orange, 85 = Grün, 171 = Blau);;Max HSV color (Hue);Defines the minimum color of the candle as a Hue value in the FSV color space (25 = orange, 85 = green, 171 = blue);Max HSV-kleur (tint);Definieert de minimale kleur van de kaars als een tintwaarde in de FSV-kleurruimte (25 = oranje, 85 = groen, 171 = blauw);Couleur HSV max (teinte);Définit la couleur minimale de la bougie comme une valeur de teinte dans l'espace colorimétrique FSV (25 = orange, 85 = vert, 171 = bleu);Colore HSV massimo (tonalità);Definisce il colore minimo della candela come valore di tonalità nello spazio colore FSV (25 = arancione, 85 = verde, 171 = blu);Max HSV color (Hue);Define el color mínimo de la vela como un valor de tono en el espacio de color FSV (25 = naranja, 85 = verde, 171 = azul);Max HSV farve (nuance);Definerer den minimale farve på lyset som en nuanceværdi i FSV-farverummet (25 = orange, 85 = grøn, 171 = blå);
ChgHue;;;0;255;50;;Farbwechsel Wahrscheinlichkeit ;Wahrscheinlichkeitsfaktor eines Farbwechsels;;Color change likely;Probability factor of a color change;Kleurverandering waarschijnlijk;Kansfactor van een kleurverandering;Changement de couleur probable;Facteur de probabilité d'un changement de couleur;Probabile cambio di colore;Fattore di probabilità di una variazione di colore;Cambio de color probable;Factor de probabilidad de un cambio de color.;Farveændring sandsynligvis;Sandsynlighedsfaktor for en farveændring;
MinBrightD;;;1;255;80;;Dunkelphase Min;Minimale Helligkeit in der Dunkelphase;;Dark phase min;Minimum brightness in the dark phase;Donkere fase min;Minimale helderheid in de donkere fase;Phase sombre min;Luminosité minimale dans la phase sombre;Fase oscura min;Luminosità minima nella fase oscura;Fase oscura min;Brillo mínimo en la fase oscura.;Mørk fase min;Minimum lysstyrke i den mørke fase;
MaxBrightD;;;1;255;100;;Dunkelphase Max;Maximale Helligkeit in der Dunkelphase;;Dark phase max;Maximum brightness in the dark phase;Donkere fase Max;Maximale helderheid in de donkere fase;Phase sombre Max;Luminosité maximale dans la phase sombre;Fase oscura Max;Massima luminosità nella fase oscura;Fase oscura Max;Brillo máximo en la fase oscura.;Mørk fase maks;Maksimal lysstyrke i den mørke fase;
MinBright;;;1;255;120;;Standard-Helligkeit Min;Minimale Helligkeit in der Standardphase;;Standard brightness min;Minimum brightness in the standard phase;Standaard helderheid min;Minimale helderheid in de standaardfase;Luminosité standard min;Luminosité minimale dans la phase standard;Luminosità standard min;Luminosità minima nella fase standard;Brillo estándar min;Brillo mínimo en la fase estándar.;Standard lysstyrke min;Minimum lysstyrke i standardfasen;
MaxBright;;;1;255;145;;Standard-Helligkeit Max;Maximale Helligkeit in der Standardphase;;Standard brightness Max;Maximum brightness in the standard phase;Standaard helderheid Max;Maximale helderheid in de standaardfase;Luminosité standard Max;Luminosité maximale dans la phase standard;Luminosità standard Max;Massima luminosità nella fase standard;Brillo estándar Máx.;Brillo máximo en la fase estándar.;Standard lysstyrke Max;Maksimal lysstyrke i standardfasen;
ChgProb;;;0;255;64;;Wahrscheinlichkeit einer Änderung;Wahrscheinlichkeitsfaktor einer Helligkeits- oder Farbänderung ;;Probably a change;Probability factor of a change in brightness or color;Waarschijnlijk een verandering;Kansfactor van een verandering in helderheid of kleur;Probablement un changement;Facteur de probabilité d'un changement de luminosité ou de couleur;Probabilmente un cambiamento;Fattore di probabilità di un cambiamento di luminosità o colore;Probablemente un cambio;Factor de probabilidad de un cambio en brillo o color;Sandsynligvis en ændring;Sandsynlighedsfaktor for en ændring i lysstyrke eller farve;
DarkProb;;;0;255;5;;Dunkelphase Wahrscheinlichkeit;Wahrscheinlichkeitsfaktor eins Helligkeitswechsel in den dunklen Bereich;;Dark phase likely;Probability factor one change in brightness in the dark area;Donkere fase waarschijnlijk;Kansfactor één verandering in helderheid in het donkere gebied;Phase sombre probable;Facteur de probabilité un changement de luminosité dans la zone sombre;Probabile fase oscura;Un fattore di probabilità un cambiamento di luminosità nell'area scura;Fase oscura probable;Factor de probabilidad un cambio en el brillo en el área oscura;Mørk fase sandsynligvis;Sandsynlighedsfaktor en ændring i lysstyrke i det mørke område;
Options;1;Var;1;255;1;;Optionen des Multiplexers;Optionen zur Verwendung mit Multiplexer;;Options to use with Multiplexer;Choose the options for Multiplexer Command;Opties voor gebruik met Multiplexer;;Options à utiliser avec le multiplexeur;;Opzioni da utilizzare con Multiplexer;;Opciones para usar con multiplexor;;Valgmuligheder til brug med Multiplexer;;
